nina,last_name,first_name,birth_date,sex,region_code,birth_region,cercle,commune,village,father_name,mother_name,language,has_error,error_type,error_field
26110232279103N,Hamadu,Niékè,1961-10-29,F,2,Koulikoro,Koulikoro,Tienfala,Kolibantan,Souleyman Camara,Fati Tembely,bm,True,phonetic_spelling,last_name
14611355241974S,Wague,Sékouba,1946-11-14,M,3,Sikasso,Sikasso,Kaboila,Kefanazana,Gaoussou Touray,Safiatou Mahamoud,fr,False,,
15608619138901V,Kamisskko,Soriba,1956-08-29,M,6,Tombouctou,Dire,Tienkour,Arawana-Kel,Tidjani Mbaye,Fatoumata Dicko,fr,True,typo_substitution,last_name
17305728124570C,Hamidou,Famaagan,1973-05-24,M,7,Gao,Bourem,Bamba,Bouremaya,Seyni Hamidou,Bintou Soumountéra,dje,True,phonetic_spelling,first_name
24609611224237Y,Fomba,Oumoulkher,1946-09-21,F,6,Tombouctou,Niafunke,Soumpi,Niafounaba,Fousseni Ouattara,Mahawa Soumountéra,ff,False,,
20305711166209L,Dabo,Niaba,2003-05-19,F,7,Gao,Gao,Soni Ali Ber,Gargandobo,Seydou Ag,Mariam Haidara,fr,False,,
15508725013761P,Cheick,Soumana,1955-08-25,M,7,Gao,Bourem,Bamba,Bouremaya,Abdou Yaranangore,Awa Mbaye,tmq,False,,
25607335126744T,Ascofare,Korké,1956-07-08,F,3,Sikasso,Sikasso,Kaboila,Kefanazana,Fasséni Diakite,Habibatou Samake,fr,False,,
15911230063110Q,Drame,Tahirou,1959-11-25,M,2,Koulikoro,Kati,Sanankoroba,Sirakoroba,Fasseri Sow,Niaba Tangara,bm,False,,
19605507252815D,Sissoko,Tidiane,1996-05-07,M,5,Mopti,Bandiagara,Sangha,Sevarela,Drissa Kebe,Roukiatou Tangara,ff,False,,
26801441231828F,Konaee,Adama,1968-01-30,F,4,Ségou,San,Kava,Damansela,Solo Keita,Hadiaratou Diaby,fr,True,typo_substitution,last_name
11009648131949G,Wague,Fmagan,2010-09-10,M,6,Tombouctou,Niafunke,Soumpi,Niafounaba,Cheik Sangare,Kadia Sissoko,tmq,True,typo_omission,first_name
20111215043746X,Bathily,Sadia,2001-11-07,F,2,Koulikoro,Dioila,Massigui,Fadiabougou,Niankoro Mariko,Djénébou Dabo,bm,False,,
21109548254447B,Dakouo,Maïssa,2011-09-03,F,5,Mopti,Douentza,Hombori,Yalakoura,Famagan Cisseko,Mariétou Balde,bm,False,,
16812751160170K,Dia,Idrissa,1968-12-18,M,7,Gao,Ansongo,Tessit,Ansongala,Bilaly Wane,Niélékou Bocoum,tmq,False,,
24402707197440R,Salm,Goundokè,1944-02-18,F,7,Gao,Gao,Gounzoureye,Wabarianke,Sékoba Walet,Roukietou Maiga,dje,True,typo_substitution,last_name
25611753272361L,Mahzmoud,Hawa,1956-11-13,F,7,Gao,Menaka,Anderamboukane,Talataye-Kori,Mady Sow,Founékè Kane,fr,True,typo_substitution,last_name
27010201164705J,Keita,Salima,1970-10-08,F,2,Koulikoro,Kati,Sanankoroba,Sirakoroba,Tenema Thiam,Niénétou Diaby,bm,False,,
16105519109540C,Gueye,Salif,1961-05-30,M,5,Mopti,Mopti,Konna,Tongorongo,Brahima Kassogue,Salima Tangara,dje,False,,
27907453164203U,Bald,Fanta,1979-07-26,F,4,Ségou,San,Kava,Damansela,Cheickne Fane,Sira Macalou,bm,True,typo_omission,last_name
15411702146019Y,Soumountéra,Bakari,1954-11-15,M,7,Gao,Bourem,Bamba,Bouremaya,Gaoussou Guindo,Saran Kanté,fr,False,,
17108442009072Y,Maiguizo,Cheickna,1971-08-03,M,4,Ségou,Macina,Kolongo,Tioribabougou,Tidjani Dougnon,Habibatou Karembe,bm,False,,
23205640025403R,Saye,Nafissa,1932-05-17,F,6,Tombouctou,Goundam,Tonka,Goundamasa,Soumana Gassama,Zeïnab Wague,dje,False,,
10302115025846N,Kzita,Boubacar,2003-02-22,M,1,Kayes,Bafoulabe,Diakon,Sambela,Salif Ouologuem,Hadidiatou Ag,snk,True,typo_substitution,last_name
24709108025970G,Dougnon,Diariatou,1947-09-05,F,1,Kayes,Kita,Sebekoro,Kountouba,Fasseri Yanogo,Hadidiatou Almoustapha,bm,False,,
16710730062130E,Karembbe,Tiéman,1967-10-14,M,7,Gao,Ansongo,Tessit,Ansongala,Founeke Tabouré,Niani Bocar,tmq,True,typo_insertion,last_name
23608450248232T,Dabo,Soutoura,1936-08-23,F,4,Ségou,San,Kava,Damansela,Tahir Tessougue,Salimatou Samake,bm,False,,
13711842106712H,Tangara,Lassana,1937-11-14,M,8,Kidal,Abeibara,Boghassa,Boghassaren,Cheickne Sanogo,Kadidiatou Coulibaly,fr,False,,
20510332054349S,Ka,Ténémba,2005-10-05,F,3,Sikasso,Sikasso,Kaboila,Kefanazana,Boureima Ibrahima,Sirakè Napo,bm,False,,
17003607067225M,Bicab,Ali,1970-03-18,M,6,Tombouctou,Dire,Tienkour,Arawana-Kel,Soumaïla Dakouo,Djénébou Wélé,tmq,True,typo_omission,last_name
14708230055763X,Niang,Zié,1947-08-21,M,2,Koulikoro,Banamba,Toubacoro,Wolontomo,Modibo Hamady,Awa Doukoure,fr,False,,
21704417061950J,Souleymane,Sanaba,2017-04-06,F,4,Ségou,Baroueli,Tamani,Fienso-Were,Sékoba Wane,Kadidiatou Gakou,bm,False,,
29704129140379U,Fomb,Fanta,1997-04-04,F,1,Kayes,Yelimane,Kremis,Tougandama,Abdourahmane Almoustapha,Aïdara Bocoum,snk,True,typo_omission,last_name
24405244026662R,Dideng,Sokona,1944-05-30,F,2,Koulikoro,Koulikoro,Tienfala,Kolibantan,Sambou Soumare,Bintou Toure,bm,True,typo_insertion,last_name
23202507113752T,Doukoure,Sadiatou,1932-02-13,F,5,Mopti,Bandiagara,Sangha,Sevarela,Yoro Sako,Fatim Sanou,bm,False,,
20807901049190A,Sacko,Hasanatou,2008-07-30,F,9,Bamako,District de Bamako,Commune VI,Niamakorola,Abdoulaye Soumbounou,Binta Dolo,fr,True,phonetic_spelling,first_name
26902510007683R,Yalcouye,Gundoba,1969-02-23,F,5,Mopti,Douentza,Hombori,Yalakoura,Madani Sissoko,Hadiaratou Kamissoko,fr,True,phonetic_spelling,first_name
29405638001501L,Dieng,Soudata,1994-05-02,F,6,Tombouctou,Tombouctou,Bourem-Inaly,Tindjambar,Madou Cisse,Aissata Diaby,dje,False,,
19508210049103L,Dougnon,Karamoko,1995-08-09,M,2,Koulikoro,Kati,Bossofala,Banzanbougou,Madani Cheickna,Founékou Dembaga,bm,False,,
29005430007848P,Theera,Maïlmounatou,1990-05-25,F,4,Ségou,Bla,Yangasso,Wolofobougou,Tidjane Sagara,Niélima Mariko,fr,True,typo_insertion,first_name
17610432016251B,Soumountéra,Lassina,10/26/1976,M,4,Ségou,Baroueli,Tamani,Fienso-Were,Hamza Wane,Niamako Dia,fr,True,date_format_error,birth_date
15507357279921Y,Checkna,Mohammed,1955-07-17,M,3,Sikasso,Kolondieba,Fakola,Tengrebougou,Yaya Kamissoko,Khadidiatou Dembaga,bm,True,typo_omission,last_name
13706138267719X,Dackouo,Mamoudou,06/10/1937,M,1,Kayes,Kita,Sebekoro,Kountouba,Nfaly Wane,Maïdjara Diaby,bm,True,date_format_error,birth_date
26410810239698E,Gakou,Hadjaratou,1964-10-23,F,8,Kidal,Tin-Essako,Intadeyni,Intadeyni,Tiéfing Yehia,Fati Konare,tmq,False,,
19506401233042E,Gueye,Thirou,1995-06-21,M,4,Ségou,Segou,Sebougou,Sonfara,Issaka Wague,Bintou Sylla,bm,True,typo_omission,first_name
24512223146805C,Sako,Fati,1945-12-23,F,2,Koulikoro,Dioila,Massigui,Fadiabougou,Tahir Salaha,Penda Bagayoko,bm,True,phonetic_spelling,last_name
13905415017485C,Theera,Klétigui,1939-05-06,M,4,Ségou,Segou,Sebougou,Sonfara,Djibrilla Maouloud,Téninkè Wélé,fr,False,,
28412720089578P,Agg,Khadidiatou,1984-12-26,F,7,Gao,Menaka,Anderamboukane,Talataye-Kori,Néné Konandji,Naminata Sall,dje,True,typo_insertion,last_name
29705612193802P,Ag,Fadima,1997-05-17,F,6,Tombouctou,Gourma-Rharous,Banikane,Tessalimane,Boubacar Mahamadou,Dembou Napo,dje,False,,
24007527211473W,Sangare,Niéléba,1940-07-13,F,5,Mopti,Douentza,Hombori,Yalakoura,Seydou Ly,Tenin Diawara,bm,False,,
20812240279922R,Mallé,Sokhna,2008-12-24,F,2,Koulikoro,Dioila,Massigui,Fadiabougou,Aliou Hamidou,Wassa Kanté,fr,False,,
21602106029277E,Magassa,Nassira,2016-02-12,F,1,Kayes,Yelimane,Kremis,Tougandama,Yssouf Diabate,Doussou Mallé,ff,False,,
13709248300691S,Sogoba,Lassina,1937-09-29,M,2,Koulikoro,Kati,Sanankoroba,Sirakoroba,Cherifou Diakite,Hassanatou Dia,fr,False,,
25102215080309E,Ongoiba,Asmz,1951-02-06,F,2,Koulikoro,Dioila,Massigui,Fadiabougou,Bakari Kebe,Halima Sall,fr,True,typo_substitution,first_name
15010307243026Q,Ouattara,Sidiki,1950-10-03,M,3,Sikasso,Bougouni,Faragouaran,Bougoudji,Yéro Kone,Goundo Saye,bm,False,,
10701354280267V,Ould,Abdpulkarim,2007-01-19,M,3,Sikasso,Kadiolo,Loulouni,Sanfolola,Seyni Wague,Massira Fadiga,ff,True,typo_substitution,first_name
27110619149684N,Fombaa,Sadiokè,1971-10-20,F,6,Tombouctou,Tombouctou,Bourem-Inaly,Tindjambar,Cheickne Bamba,Fati Macalou,ff,True,phonetic_spelling,last_name
24201202146469C,Tounkara,Soukeynatou,1942-01-16,F,2,Koulikoro,Banamba,Toubacoro,Wolontomo,Aliyou Keita,Bintoutou Dougnon,fr,False,,
26403159182986K,Niénétou,Diawara,1964-03-24,F,1,Kayes,Kita,Sebekoro,Kountouba,Idriss Hamady,Habibatou Keita,snk,True,field_inversion,"first_name,last_name"
14607458269400V,Dakouo,Ibrahim,1946-07-28,M,4,Ségou,Baroueli,Tamani,Fienso-Were,Yaya Gakou,Sanou Mallé,bm,False,,
10605351156946Q,Hamidou,Moussa,2006-05-27,M,3,Sikasso,Kolondieba,Fakola,Tengrebougou,Abdramani Mariko,Niélétou Maiguizo,ff,False,,
28702245166603L,Konandji,Djoumé,1987-02-03,F,2,Koulikoro,Dioila,Massigui,Fadiabougou,Moustapha Kanté,Nafissatou Cisse,fr,False,,
11212307055512E,Yalcouye,Néné,2012-12-20,M,3,Sikasso,Koutiala,Zangasso,Diomandougou,Boureima Faye,Korké Sarr,fr,False,,
11108958197774J,Ly,Ibrahim,2011-08-01,M,9,Bamako,District de Bamako,Commune VI,Niamakorola,Ibrahima Cisseko,Niélé Toure,fr,False,,
21408741016946T,Tall,Founékè,2014-08-13,F,7,Gao,Menaka,Anderamboukane,Talataye-Kori,Salia Cheickna,Niélétou Dansoko,tmq,False,,
16103317252449Q,Goita,Salba,1961-03-01,M,3,Sikasso,Sikasso,Kaboila,Kefanazana,Fakourou Konare,Fatoumé Ibrahima,fr,True,typo_substitution,first_name
10107124209582K,Issoutou,Drissa,2001-07-28,M,1,Kayes,Kayes,Hawa Dembaya,Diakanfara,Mounkoro Barry,Khadidja Ibrahima,ff,True,typo_substitution,last_name
28203758287874A,Diawara,Nafissatou,1982-03-21,F,7,Gao,Gao,Gounzoureye,Wabarianke,Sidi Kane,Roukiatou Ascofare,fr,False,,
19110620052121S,Fane,Diakalia,1991-10-07,M,6,Tombouctou,Niafunke,Soumpi,Niafounaba,Aliou Boureima,Dénou Sissoko,tmq,False,,
29009325184070S,Kaba,Niagalé,1990-09-14,F,3,Sikasso,Yorosso,Mahou,Fakoroba,Lassana Oumarou,Awakè Mbaye,ff,False,,
27012540030560D,Noang,Niémaba,1970-12-02,F,5,Mopti,Bandiagara,Sangha,Sevarela,Allaye Kamissoko,Safya Sangare,fr,True,typo_substitution,last_name
11007753169947P,Sanogo,Zoumana,2010-07-19,M,7,Gao,Gao,Soni Ali Ber,Gargandobo,Cheickne Sidibe,Soukeynatou Toure,dje,False,,
28810748042909S,Abdramaane,Mahawatou,1988-10-24,F,7,Gao,Menaka,Anderamboukane,Talataye-Kori,Fousseyni Daou,Asmaou Fofana,fr,True,typo_insertion,last_name
17201160029027U,Balde,Mahamanee,1972-01-05,M,1,Kayes,Bafoulabe,Diakon,Sambela,Cheik Almoustapha,Khadidja Konate,ff,True,phonetic_spelling,first_name
20711709060449U,Tounkara,Mariama,2007-11-03,F,7,Gao,Gao,Soni Ali Ber,Gargandobo,Hamadoun Theera,Sadio Dackouo,dje,False,,
11412306006233P,Touray,Manga,2014-12-21,M,3,Sikasso,Koutiala,Zangasso,Diomandougou,Founeke Bakary,Goundokè Cisse,fr,False,,
13808105030130Q,Ould,Bandiougou,1938-08-25,M,1,Kayes,Yelimane,Kremis,Tougandama,Tahirou Cisse,Wassila Dembaga,snk,False,,
11306726246674G,Wague,Abdoulkarim,2013-06-02,M,7,Gao,Menaka,Anderamboukane,Talataye-Kori,Lassana Tangara,Niénè Issoufou,fr,False,,
24312329155965B,Bicaba,Tabita,1943-12-15,F,3,Sikasso,Koutiala,Zangasso,Diomandougou,Bandé Tembely,Safya Seck,ff,False,,
25809835258107V,Diakite,Niélékè,1958-09-24,F,8,Kidal,Kidal,Anefif,Adjelhocan,Tidiane Kebe,Zeïnabou Berthe,fr,False,,
11508448284216A,Wague,Hamadou,2015-08-01,M,4,Ségou,Niono,Sirifila Boundy,Kalabougou-Niare,Idriss Drame,Djeneba Sarr,bm,False,,
25903202256857R,Caamara,Yacine,1959-03-04,F,2,Koulikoro,Kati,Sanankoroba,Sirakoroba,Niamoye Maouloud,Astan Samake,fr,True,phonetic_spelling,last_name
26606529023230U,Dia,Fanke,1966-06-20,F,5,Mopti,Mopti,Konna,Tongorongo,Bréhima Wane,Djénétou Diakite,bm,True,phonetic_spelling,first_name
22005352111776X,Sangare,Houleymatou,2020-05-02,F,3,Sikasso,Yorosso,Mahou,Fakoroba,Idriss Ag,Goundoba Kone,fr,False,,
24107630218587A,Diaby,Korka,1941-07-01,F,6,Tombouctou,Gourma-Rharous,Banikane,Tessalimane,Ahmoud Coumare,Dado Almoustapha,ff,False,,
15110259008288F,Macaloh,Kassim,1951-10-29,M,2,Koulikoro,Dioila,Massigui,Fadiabougou,Klétigui Boureima,Sokhna Pamateck,bm,True,typo_substitution,last_name
16302220292677N,Ouologuel,Fasseri,1963-02-04,M,2,Koulikoro,Kati,Sanankoroba,Sirakoroba,Yayi Hamadou,Kaïrou Konate,bm,True,typo_substitution,last_name
25402138041284R,Abdramane,Wassil,1954-02-08,F,1,Kayes,Yelimane,Kremis,Tougandama,Ibrahim Ould,Adama Coumare,bm,True,typo_omission,first_name
10507256026239H,Soumare,Abdoulkader,2005-07-29,M,2,Koulikoro,Banamba,Toubacoro,Wolontomo,Yacouba Barry,Khadija Ouattara,bm,False,,
14008746117063R,Ciumare,Nampé,1940-08-31,M,7,Gao,Gao,Soni Ali Ber,Gargandobo,Modibo Theera,Niamana Cisse,tmq,True,typo_substitution,last_name
15110321293381J,Diko,Drissa,1951-10-03,M,3,Sikasso,Bougouni,Faragouaran,Bougoudji,Abderahmane Kane,Kani Drame,fr,True,phonetic_spelling,last_name
23010824241966J,Tessougue,Halima,1930-10-25,F,8,Kidal,Tessalit,Timetrine,Aguelhokan,Adama Konare,Hadya Cisse,tmq,False,,
18601239109828E,Napo,Almahadty,1986-01-18,M,2,Koulikoro,Koulikoro,Tienfala,Kolibantan,Cherifou Sogoba,Bintoutou Sanou,fr,True,typo_insertion,first_name
19110337258589R,Souleymane,Salifou,1991-10-06,M,3,Sikasso,Koutiala,Zangasso,Diomandougou,Bocar Bakary,Aïdara Wague,ff,False,,
21104834267452L,Kaarembe,Sadia,2011-04-08,F,8,Kidal,Abeibara,Boghassa,Boghassaren,Famagan Soumountéra,Sokhna Seck,tmq,True,phonetic_spelling,last_name
29405448060710J,Mbaye,Dembou,1994-05-28,F,4,Ségou,San,Kava,Damansela,Salifou Konfourou,Niamako Berthe,bm,False,,
17002442248620R,Lo,Sidiya,1970-02-02,M,4,Ségou,Bla,Yangasso,Wolofobougou,Bocar Lo,Goundokè Bathily,fr,False,,
23411838071621L,Coumare,Niagalé,1934-11-22,F,8,Kidal,Tin-Essako,Intadeyni,Intadeyni,Mounkoro Napo,Mahawa Berthe,tmq,False,,
16112732102922D,Sow,Soumana,1961-12-14,M,7,Gao,Bourem,Bamba,Bouremaya,Mahamadou Niare,Mahawa Ly,dje,False,,
26908107065891C,Camara,Massira,1969-08-29,F,1,Kayes,Kayes,Sadiola,Kondiarafara,Seydou Niare,Ramatoulaye Cheick,ff,False,,
26812226286248U,Tessougue,Mahawa,1968-12-05,F,2,Tombouctou,Gourma-Rharous,Banikane,Tessalimane,Madiou Pamateck,Ténémba Magassa,fr,True,geographic_mismatch,birth_region
29203829224297P,Soumbounlu,Hassanatou,1992-03-30,F,8,Kidal,Kidal,Essouk,Tinzaoukar,Bourama Sow,Asmaou Sogoba,fr,True,typo_substitution,last_name
24002512261740Y,Kassoogue,Korké,1940-02-20,F,5,Mopti,Koro,Dioungani,Bankassou,Cheickna Faye,Astan Gassama,bm,True,typo_insertion,last_name
26203212074043C,Kq,Massira,1962-03-21,F,2,Koulikoro,Kati,Bossofala,Banzanbougou,Ahmoud Kassogue,Awakè Napo,fr,True,typo_substitution,last_name
26606357087296B,Coumare,HZawawou,1966-06-16,F,3,Sikasso,Koutiala,Zangasso,Diomandougou,Founeke Magassa,Fatimata Kassogue,fr,True,typo_insertion,first_name
11507132014379N,Dia,Tahirou,2015-07-09,M,1,Kayes,Kayes,Hawa Dembaya,Diakanfara,Aboubacar Kane,Aïdara Hamadou,snk,False,,
21009246062456C,Wane,Sadiatou,2010-09-20,F,2,Koulikoro,Kati,Sanankoroba,Sirakoroba,Fasseri Bagayoko,Naminata Kassogue,fr,False,,
12006151114745J,Tangara,Ténin,2020-06-08,M,1,Kayes,Kayes,Sadiola,Kondiarafara,Mamary Ouattara,Nassira Macalou,ff,False,,
15705945162914L,Toure,Pâté,1957-05-16,M,9,Bamako,District de Bamako,Commune IV,Bakaribougou,Daouda Konfe,Néma Bah,fr,False,,
18804309193894A,Ndiaye,Djibril,1988-04-23,M,3,Sikasso,Kadiolo,Loulouni,Sanfolola,Fadiala Kamissoko,Soudata Gakou,bm,False,,
24601409102651N,Bagayoko,Niélima,1946-01-26,F,4,Ségou,Segou,Sebougou,Sonfara,Idriss Thiam,Aminata Ag,fr,False,,
10407912020429A,Kamissoko,Seyni,2004-07-25,M,9,Bamako,District de Bamako,Commune IV,Bakaribougou,Hama Tabouré,Nènè Dembaga,bm,False,,
16101454119897N,Tembely,Dembele,1961-01-17,M,4,Ségou,Niono,Sirifila Boundy,Kalabougou-Niare,Bilaly Sylla,Roukietou Hamidou,bm,False,,
21808215058987A,Goita,Hamssatou,08/05/2018,F,2,Koulikoro,Koulikoro,Tienfala,Kolibantan,Sidiya Tapily,Oulématou Bocoum,fr,True,date_format_error,birth_date
15009445204722D,Bathily,Zachariq,1950-09-23,M,4,Ségou,Baroueli,Tamani,Fienso-Were,Hammadi Sylla,Aïchatou Touray,fr,True,typo_substitution,first_name
16608750166268Q,Karembe,Tidiane,1966-08-08,M,7,Gao,Gao,Soni Ali Ber,Gargandobo,Yéro Hamadou,Téninkè Wélé,dje,False,,
24910647113348Y,Cisse,Diénébou,1949-10-22,F,6,Tombouctou,Goundam,Tonka,Goundamasa,Sidiya Konfourou,Diénéba Sogodogo,tmq,False,,
14003740169133L,Boureima,Skou,1940-03-02,M,7,Gao,Gao,Gounzoureye,Wabarianke,Idrissa Sissoko,Fanké Dabo,tmq,True,typo_omission,first_name
13807435102161L,Bakary,Biukary,1938-07-26,M,4,Ségou,Bla,Yangasso,Wolofobougou,Cherifou Lo,Doussou Konare,bm,True,typo_substitution,first_name
15301234053514D,Mahamoud,Bilali,1953-01-12,M,2,Koulikoro,Kati,Bossofala,Banzanbougou,Ousmane Kaba,Kani Dougnon,fr,True,phonetic_spelling,first_name
17204348064833U,AAscofare,Abdoulkader,1972-04-25,M,3,Sikasso,Kolondieba,Fakola,Tengrebougou,Boukari Cheick,Binta Daou,fr,True,typo_insertion,last_name
11106248201199L,Ongoibs,Néné,2011-06-08,M,2,Koulikoro,Koulikoro,Tienfala,Kolibantan,Bokar Dakouo,Kadidia Sissoko,bm,True,typo_substitution,last_name
20712519220096N,Ndiaye,Kandé,2007-12-02,F,5,Mopti,Mopti,Konna,Tongorongo,Brahima Kassogue,Diénékè Guindo,ff,True,invalid_checksum,nina
26909235056464W,Falll,Awakè,1969-09-23,F,2,Koulikoro,Kati,Bossofala,Banzanbougou,Seydou Mahamoud,Korké Faye,bm,True,typo_insertion,last_name
19003236087213G,Sylla,Issaka,1990-03-21,M,2,Koulikoro,Koulikoro,Tienfala,Kolibantan,Klétigui Samake,Djita Kanté,bm,False,,
14705150253259X,Touray,Fodé,1947-05-17,M,1,Kayes,Yelimane,Kremis,Tougandama,Lassina Pamateck,Tata Toure,bm,False,,
29403118108774R,Salaha,Founékou,1994-03-29,F,1,Kayes,Kayes,Hawa Dembaya,Diakanfara,Issiaka Fane,Wassila Sarr,bm,False,,
27111636042944W,Kanoute,Teninke,1971-11-02,F,6,Tombouctou,Dire,Tienkour,Arawana-Kel,Hamadi Tangara,Niélétou Bathily,fr,True,phonetic_spelling,first_name
18503556059040S,Bockum,Cheickne,1985-03-25,M,5,Mopti,Koro,Dioungani,Bankassou,Khalifa Mahamadou,Niamtou Diawara,dje,True,typo_substitution,last_name
26707757191578B,Niare,Djita,1967-07-03,F,7,Gao,Gao,Gounzoureye,Wabarianke,Tiéfing Konfe,Khadija Dia,tmq,False,,
29807639129484R,Boubou,Niamye,1998-07-25,F,6,Tombouctou,Niafunke,Soumpi,Niafounaba,Tenema Dansoko,Hapsatou Mahamadou,ff,True,typo_omission,first_name
10312120097205G,Diabate,Mahaman,2003-12-10,M,1,Kayes,Kayes,Hawa Dembaya,Diakanfara,Galo Yanogo,Fadima Sanogo,ff,False,,
19708441287905L,Fall,Bakoroba,1997-08-27,M,4,Ségou,Baroueli,Tamani,Fienso-Were,Abdoulay Coulibaly,Sadio Macalou,bm,False,,
29001747157377G,Kanté,Mahoua,1990-01-11,F,7,Gao,Ansongo,Tessit,Ansongala,Brahima Boureima,Zeïnab Sall,fr,False,,
14105914144183P,Kamissoko,Oumarou,1941-05-25,M,9,Bamako,District de Bamako,Commune VI,Niamakorola,Salif Bathily,Hadjaratou Maouloud,bm,False,,
21111156243215E,Aminata,Sako,2011-11-04,F,1,Kayes,Kayes,Sadiola,Kondiarafara,Diakalia Gueye,Niaba Fadiga,snk,True,field_inversion,"first_name,last_name"
23511158027141P,Sogoa,Bintoukè,1935-11-16,F,1,Kayes,Nioro du Sahel,Diabigue,Ndiaganfoula,Bokar Maiguizo,Kourou Dougnon,fr,True,typo_omission,last_name
28904454268325T,Ibrahima,Kankou,1989-04-01,F,4,Ségou,Niono,Sirifila Boundy,Kalabougou-Niare,Yousouf Thiam,Hapsatou Kassogue,fr,False,,
27404645129702B,Tounkara,Hawakè,1974-04-26,F,6,Tombouctou,Goundam,Tonka,Goundamasa,Sadio Dembaga,Hadiaratou Doumbia,dje,False,,
21208928110632U,Salaha,Niama,2012-08-12,F,9,Bamako,District de Bamako,Commune VI,Niamakorola,Hama Walet,Hadiaratou Keita,fr,False,,
16407138159337Y,Diabate,Hamadoun,1964-07-10,M,1,Kayes,Kayes,Hawa Dembaya,Diakanfara,Niamba Sacko,Kadiatou Daou,fr,False,,
23312503130281P,Kone,Masikè,1933-12-20,F,5,Mopti,Bandiagara,Sangha,Sevarela,Adama Maiguizo,Hawawou Saidou,dje,True,phonetic_spelling,first_name
14211402079723T,Yattara,Fousseyni,1942-11-17,M,4,Ségou,Bla,Yangasso,Wolofobougou,Kassim Ly,Mahawa Kone,bm,False,,
16108407279285R,Ba,Abdoulkader,1961-08-09,M,4,Ségou,San,Kava,Damansela,Seyni Konate,Nassira Karembe,fr,False,,
20809601207427Q,Sanogo,Korotoumoj,2008-09-25,F,6,Tombouctou,Niafunke,Soumpi,Niafounaba,Famagan Sacko,Founé Doukoure,fr,True,typo_substitution,first_name
11005848002319W,Macalou,Brahima,2010-05-11,M,8,Kidal,Kidal,Essouk,Tinzaoukar,Sékouba Tounkara,Houleymatou Samassekou,fr,False,,
23304108047187B,Bagayoko,Aa,1933-04-10,F,1,Kayes,Diema,Lakamane,Mansakoro,Lamine Sissoko,Korka Sako,fr,True,typo_omission,first_name
26702842098766K,Chseick,Karidja,1967-02-17,F,8,Kidal,Tin-Essako,Intadeyni,Intadeyni,Aliou Almoustapha,Housseynatou Goita,fr,True,typo_insertion,last_name
10811219133715V,Uld,Fasseri,2008-11-16,M,2,Koulikoro,Kangaba,Minidian,Tonkanibougou,Cheick Sylla,Sanou Konandji,bm,True,phonetic_spelling,last_name
13512154300395Q,Haidara,Mahaman,1935-12-04,M,1,Kayes,Kita,Sebekoro,Kountouba,Aly Ka,Hassanatou Ag,bm,False,,
25404322258565V,Doukoure,Niaba,1954-04-17,F,3,Gao,Gao,Gounzoureye,Wabarianke,Inahaman Ka,Djènè Gueye,bm,True,geographic_mismatch,birth_region
19406609240601Q,Ouologuem,Hamadou,1994-06-26,M,6,Tombouctou,Tombouctou,Bourem-Inaly,Tindjambar,Oumarou Ascofare,Fadimata Camara,dje,False,,
20101111216487H,Sagara,Hadiqata,2001-01-29,F,1,Kayes,Kayes,Hawa Dembaya,Diakanfara,Abdramani Fomba,Awa Yaranangore,bm,True,typo_insertion,first_name
21902926243855V,Seck,Niénè,2019-02-13,F,9,Bamako,District de Bamako,Commune VI,Niamakorola,Idriss Walet,Aïchatou Pamateck,bm,False,,
29008160120782J,Ouattara,Djelika,1990-08-21,F,1,Kayes,Kita,Sebekoro,Kountouba,Bocar Kane,Mariétoulaye Doukoure,ff,False,,
16804611154908T,Mahamadou,Fadiala,1968-04-22,M,6,Tombouctou,Dire,Tienkour,Arawana-Kel,Aly Diawara,Saran Sagara,fr,False,,
25502310178470A,Mahamoud,Hapsatou,1955-02-24,F,3,Sikasso,Bougouni,Sido,Misseniba,Galo Traore,Fadimata Fadiga,fr,False,,
21002406095242P,Dia,Fatojmé,2010-02-10,F,4,Ségou,Niono,Sirifila Boundy,Kalabougou-Niare,Cheick Seck,Penda Yehia,bm,True,typo_substitution,first_name
18910643193852W,Boubou,Bilal,1989-10-09,M,6,Tombouctou,Tombouctou,Bourem-Inaly,Tindjambar,Zana Diabate,Bafou Bathily,dje,False,,
11611550168920U,Guindo,Jibril,2016-11-04,M,5,Mopti,Bandiagara,Sangha,Sevarela,Yacoub Bocoum,Aïsseta Hamidou,fr,True,phonetic_spelling,first_name
19705712121378U,Bengaly,Mounkoro,1997-05-16,M,7,Gao,Menaka,Anderamboukane,Talataye-Kori,Aboubacrine Traore,Adijatou Mahamoud,fr,False,,
14211613023217D,Dkugnon,Sadio,1942-11-13,M,6,Tombouctou,Goundam,Tonka,Goundamasa,Cheick Pamateck,Soukoura Sow,ff,True,typo_substitution,last_name
29406211204699G,Coulou,Djelika,1994-06-02,F,2,Koulikoro,Kangaba,Minidian,Tonkanibougou,Gaossou Samake,Niélékè Fomba,bm,False,,
17710221066589H,Ouattara,Ali,1977-10-22,M,2,Koulikoro,Nara,Dilly,Niamala,Hassane Saidou,Mariam Kebe,bm,False,,
18601428133760J,Soumare,Yousouf,1986-01-10,M,4,Ségou,Niono,Sirifila Boundy,Kalabougou-Niare,Soumaïla Sacko,Maïrame Yalcouye,bm,False,,
